用户名,性别,评分,城市,评论,用户等级
囹圄,1.0,5.0,广州,有时候分辨不了对错。,3
qoU668545646,,4.5,成都,好看，最后有反转,2
三好青年,,5.0,岳阳,女朋友都看哭了,2
IcQ126846854,,4.0,合肥,先模仿，再超越吧,3
NGV310982167,,5.0,深圳,非常不错的一个电影，值得一看,3
潘处长Vincent,,5.0,重庆,太棒了 正真的看完以后满脑子都是剧情的电影 还又花了很多时间去搜寻解析,3
Muniness,2.0,5.0,武汉,真赞！！！！,2
琼,2.0,5.0,西安,父爱之伟大，男人之担当！,2
Q空梦,2.0,5.0,张家界,很好看 ！！！,1
    ²⁰¹⁹,,4.0,沧州,全程都是抄袭印度电影《误杀瞒天记》不过质量还算可以了  ,3
LN20020415,,5.0,广州,"“我是一个没有能力的人 不能让你们过上好的生活 我能做的只有 挡在你们前面”
🌻 什么是善良，善良就是你站在哪个角度去看。强烈安利（误杀）不妨你们带着爱的人，一起前去感受。希望到电影末尾，当道义和爱的难题，问到你们。
你们的手会攥得更紧。",4
NfO584541694,1.0,5.0,哈尔滨,结局不好，也告诉你权利在手是多么重要,3
Ahc790809332,,5.0,广州,我没什么钱财、没什么学历，甚至没什么本事，我能做的，只有挡在你们前面，因为我是这个家庭的支柱，我有义务保护我的家人；我没什么地位、没什么权力，甚至没什么优势，我能做的，只有跟他们斗智斗勇，因为我是这个国家的公民，我有权利维护我的安全。,4
颜,,5.0,柳州,特地休息日带老妈来二刷,1
cHI674700273,,5.0,临沂,什么也不说了！牛逼！！！,2
iey235597441,1.0,5.0,广州,国产电影之光，整个故事有因有果，逻辑清晰，自圆其说，看的酣畅淋漓，好看好看！,2
澳珀&多少_邱俞,,5.0,宁波,太值得一看了！,2
Wiz,,4.5,长沙,还可以，很有深度值得一看,2
BKv852605945,,4.0,银川,结局还是有点过于政治化因素了,3
周元元,2.0,5.0,安阳,挺好看的，很棒，,1
IFu624068253,,4.5,廉江,还可以吧比一般的国产剧好,3
奈何0305,2.0,5.0,宁波,真的超好看，刚开始看到场景服饰感觉有点看不进去，但是越看越入戏。夜晚悄悄放在女儿房间的夏令营同意书，大女儿高兴的去参加梦寐以求的夏令营，没想到也是悲剧的开端。为了保护女儿保护家人，只有小学文化的父亲毅然站在家人前方为她们挡开伤害，跟警察局斗智斗勇。虽然知道最后父亲肯定会去自首，但是看完挥之不去的是父亲转移素察尸体时发现的真相，真的太难受了。一直忘不掉那个场景，太遗憾了。还有结尾处和开头呼应的监狱情景，以及2个熟人奇怪的神情，不知道还有什么未解的剧情悬念。,3
小蜜蜂3914,,5.0,重庆,非常好看，😃😃😃😃,1
洪霆518,1.0,5.0,益阳,细思极恐，剧情张弛有度，首尾衔接非常好，国产少有的好片！,2
香精专家,1.0,5.0,东莞,确实好看，有故事有情节，步步推进，催人深思……可以说是今年2019最好的电影👍 ,3
FLY,1.0,3.0,上海,"这部电影翻拍了印度的《误杀瞒天记》
只是结尾已投案自首教育的的方式来结束的！而印度版的是已没有投案自首来结束的！顺利的满天过海了！
至于最后尸体到底埋在哪里？？在印度版里，男主人公把尸体埋在那个正在装修的那撞房子的坑里！而《误杀》里没有交代，是真没交代还是被剪辑就不得而知了！如果第一次看确实不错的电影！想要不看这个结局的可以去看一下印度版的《误杀瞒天记》！！！",2
wwxf271021,1.0,4.5,深圳,很不错，演技都在线，节奏也很好,2
SCB377176672,,5.0,广州,电影内容特别真实。体现的权力。,3
K[A]IBA,,4.0,武汉,叙事完整流畅，但细节经不起推敲。演员演技全员在线，小萝莉超可爱，总体来说，算是不错的作品。,2
爱彬彬爱美食,1.0,4.5,瑞丽,蛮好看。虽然和原版有改动地方，但也是国情需要。各方面都很nice,2
Becase,,5.0,咸宁,"很喜欢片尾中的一句台词
羊如果有足够的草吃，是不会在乎有谁薅它们羊毛的",2
聂隽,1.0,5.0,重庆,不容易被猜中的故事情节我仅代表个人觉得才叫电影,3
qAS684600508,,5.0,湛江,真的很不错，值得一看,3
hbE386282249,,4.5,建湖,结局有点蛇足，不过可以理解。,4
清风风宝,2.0,5.0,长沙,真不错，值得看！,2
嘉俊wdp,1.0,5.0,武汉,好的很！很多看！很有意义！值得一看！,3
Qgh984816396,,4.5,南宁,"可能看过太多的电影了，观影前看她人评论说很烧脑，本来很期待。
但是可能制片方并没有想要拍成特别烧脑的悬疑片，而且选择照顾了绝大多数观影观众，每一步都有明显的铺垫，所以对我来说并没有太多惊喜。当然比起其他片子还是挺好的。",3
邱1938005333,1.0,5.0,东莞,很真实，非常好看,3
胜人蛋,1.0,4.5,徐州,还行吧，凑合吧,3
“安静的饕餮,,1.0,新郑,不知道你们看没看过误杀满天记，15年的印度电影，唉,2
4楼87,2.0,5.0,广州,非常好看，值得推荐，,3
GUILI,2.0,5.0,遵义,很好看超级好看值得一看,3
AJF208275904,,5.0,遂宁,好看，感触很深,2
请叫我阿随便,2.0,4.0,桂林,还可以还可以,4
zjt376203517,,5.0,广州,好看，很感人。也刺激。,3
xZJ849969634,,5.0,阳泉,全程紧张的气氛渲染得非常好。好片...不过我觉得最后那几幕是为了过审吧……,3
Wu.jianxiong1986,,5.0,唐山,29号大地影院19:40场次.6排7座的女孩.你能看到信息么,3
fVW247843036,,4.5,海口,男主跟警察说二号三号度假，而司机出来作证坐过车，他们三号坐的车，不就说明男主说谎了么,3
eVc216671202,2.0,5.0,东莞,好看，非常好看，故事情节很紧张,2
vtg888163790,,5.0,乌兰察布,强烈推荐，值得一看,2
宋先生,1.0,4.0,博白县,感觉挺好看的！,1
tanglaoya唐老鸭,,5.0,武汉,确实值得一看,1
贰叁叁先生,1.0,4.0,宜昌,其实翻拍的已经很成功了，从各个演员的表现，本来打算给满分，但是估计因为国情还是什么改了结局，真是一大败笔，可能差评大部分都是因为结局,1
艾吾迪V,,5.0,通辽,真的很好看 很有价值,1
GnU390649530,2.0,5.0,盐城,一出场，就觉得这演员眼熟，差点儿没认出肖央，演技炸燃，让你翻拍没让你超越吖，比起早部电影，这部电影演绎的细节更详细，在情节上更细腻，无论是剪辑上还是拍摄，都刻画出不同演员不同的演技，从头到尾无尿点，对电影结尾的那抹笑容，更是引人无数遐想。不禁让人深思，这老头，怕是一出事就知道了事实但还打了帮护。,2
tFA821578804,,1.5,南昌,既然后面自首，为什么不一开始就不骗人呢,2
vv夏天,2.0,5.0,深圳,这是很好看的一部电影,1
SS抖S,2.0,5.0,常州,非常好的一部电影，不论是题材还是演员的演技！真的是完美到爆！好评,3
✨霖溪✨,2.0,4.5,杭州,还不错，据说是翻拍了印度的，我对印度近几年的电影一直挺有好感，所以就来看看，打算回来再看看印度原版，单凭良心说，这部片子确实挺值得一看，一个被再三强调没有文化的老实人的反侦察能力以及平时与人为善的群众力量的叠加，让整个剧情变得更加具有深意，那只羊也是他心善的最好体现，心思缜密且足智多谋的蒙太奇手法，赞,2
云烟丸子,,5.0,息县,挺喜欢的，值得一看呀,1
oyuanlieren,,5.0,绍兴,不要等到他关上房门来互动已经来不及了……,3
.,1.0,5.0,从化,后面挺好看的,2
q0387,,4.5,天水,确实不错，值得看,2
wMW128643628,,5.0,东莞,超级超级超级好看,3
我爱大崎2222,,4.0,顺德,见棺发财，见棺发财,2
Jyd1008611..,,5.0,泉州,太完美了，这部电影，很好看,2
VcJ901747789,,4.5,成都,电影很好看，节奏和剧情都很紧张，一度让我觉得国产电影的水准很高，只是后来百度，发现是翻拍的印度电影，一下恍然大悟。国产电影的原创力在哪里？如果只是一味的抄袭和翻拍，不知道以后可以看什么。,2
MJHKM,1.0,5.0,武汉,挺好看的！！推荐,3
日青,2.0,5.0,长沙,好看！！剧情很好 全程刺激,2
ceF651132210,,1.0,长春,仿的国外片子，你就是一仿到底也行，最后还来个狗血的自首，我真是服了┗┃・ ■ ・┃┛，本来最低打一分，看在肖央的面子加一分,2
Fgl61107505,,0.5,北京,真的不好看啊 不知道9.5分怎么来的 没什么悬念的同时导演还不停卖关子 非常生硬又无聊 最后的结局几乎毁了整部电影 难受 感觉被9.5分的评分骗了,4
凤儿.村官.蜂蜜,,4.0,永康,我觉得还好的，不过这个题材貌似很熟悉，不知道是否是抄袭,2
杨天柱,,4.0,广州,跟我一起看的朋友竟然看哭了,2
乌晔晔,2.0,5.0,深圳,细节绝了眼神到位,2
伊莎贝尔·阿佳妮,2.0,5.0,成都,挺感动的 父爱如山 ,1
Sakurammd,1.0,5.0,南阳,值得二刷！！,2
CAL17665,1.0,5.0,佛山,肖央演技真的是影帝级别小姑娘也挺可爱的,2
NiS992639039,,5.0,上海,绝对绝对的好看，视觉，音效，剪辑，故事，人物，潜台词，表现手法，一切的元素都是近段时间看的同类影片中的绝佳，虽然同作为悬疑片的资深粉丝，许多点似曾相识，但是在这里释放完美，并且太戳我心了。,1
s华花,,5.0,常熟,"第一次写影评，这部电影完美展现了多米诺骨牌的效应，起因是男主在得知自己可能会二次抓紧去之前，给自己朋友留了一个参与大选人的联系方式(警察局局长老公的竞争对手)
随后男主被抓后，这个电话就打过去，竞争对手立刻就派电视台记者全程参与报道这件事情，说警察局长泛用职权，逼宫等行为，全程电视直播，激起百姓不满，老百姓落井下石，局长老公面临舆论压力退出竞选，警察局长被免职。警察局长老公竞选对手获胜，随后男主全家被释放。

男主是高手啊！通过四两拨千斤的思维方式取得了胜利，下棋高手啊，不得不佩服。
舆论是摧毁权利最好的方式",2
梨酱mm,,4.0,镇江,小女孩演技很好，结局满意～,2
卿.,2.0,5.0,广州,真的是完美犯罪、后面那只羊真的是反转，,2
飘147258369,,5.0,上海,剧情不错，值得看。里面肖央演得非常出色,2
便便均衡饮食吧,,5.0,西安,"可以打10分的一部电影，一个伟大的父亲，为了保护家庭，用智商和智商的较量演变成最后正义和权力的较量，坚持人性中最美的一面，同时也尊重规则和法律，把结果交给舆论和人心。
影片细节太棒了，车沉水差点被放羊人看到的那一刻，瓶子在地上滚动着，**警察当面说出电影里学的，他跟市长夫人对视那一刻，一家四口在对口供的时候，每一句台词背后的背着压力恐惧但仍旧保持的默契
值得观看，推荐。",2
兔太子殿下,2.0,5.0,丹东,电影很不错，人物角色演技炸裂,3
源源快餐店,1.0,5.0,东莞,跟一部外国电影一样的剧情,2
大木小米叽叽叽,2.0,3.5,大连,肖央演的很好，小惊艳～,2
AAA💎小彩¹¹⁴⁷⁹¹⁴⁶⁰⁷,,5.0,广州,屏幕清晰，电影也很好看哦……☺️ ,2
人生硬核佛系玩家,,5.0,上海,看电影很多了，我是个非常容易代入的人，但是能让我紧张到腿软的电影真的很少。每一个镜头用的都很到位，故事剧情也不狗血，人物塑造的很饱满,1
QIb785839846,,5.0,昆明,強烈推薦大家看，值得深思的一部電影,3
呼儿嘿呦,,3.5,德州,翻拍之作，为了过审改了结局。,2
俍俍Liángliang,2.0,4.5,北京,看完这个电影，我思考的最多的是，在这样纷繁复杂的社会和难辨真伪的人心中，以后该怎么保护我的宝宝，怎么能提高她发现危险自我保护的能力避免受到伤害，怎么能在她面临选择的时候冷静的做出机智的选择，怎么能在如果不可避免的遇到不顺心的事情甚至受到伤害之后，应该怎么面对现实和继续走自己人生的道路。可怜天下父母心～,2
今晚月色真美,1.0,4.5,南京,一对情侣去看电影 女朋友说电影好极了可真好看我可太喜欢了这个男主反应了好多社会本态 男朋友说嗯？那个男孩的尸体埋在哪里？ 好的 这一分不要也罢,2
cuL2247026,1.0,5.0,呼和浩特,剧情不错，感人肺腑，扣人心弦。,3
Lauren,2.0,5.0,长沙,超级好看，难得的国产剧情好片！,2
喜欢狗,,5.0,宜宾,看了一遍还想看,2
夜归人,2.0,5.0,河源,很少发表影评，这电影是同事强烈推荐的，影片全程非常精彩，只是到最后那一刻，看得我泣不成声。肖央的演技真是令人出乎意料，其他人也很棒！！非常值得一看！！！,2
💕 乐多💕,,5.0,青岛,不错的电影666,2
冯小辉啊,1.0,5.0,临沂,好               好                好,2
AINY金鱼棋,,5.0,嵩明县,很棒，剧情没有漏洞，还很有内涵和细节暗示。很喜欢，有一段拍摄手法特别调动内心。,3
PWp835936347,,5.0,珠海,这部电影看完，我第一感觉就是要教育好自己的孩子，孩子还是不能太宠了！,2
roc716663458,1.0,1.0,西宁,翻牌泰剧，有意思？,2
新征途,1.0,5.0,东莞,情节曲折离奇,4
ا并送给你一颗糖ا桂基,2.0,4.0,中山,好看，没有后面那结局自首那一段，会有点像国外悬疑片，但是，自首的话，🤔 ,2
涅槃,1.0,5.0,成都,不错的一部电影,1
Lem819851273,,5.0,西安,电影告诉我们，要多看电影,4
佳佳,,4.0,内江,好看，演得太好了,2
香农派,,5.0,西安,早听说这是一部评价很高的电影，剧本根据印度原版误杀瞒天记改编，个人感觉影片质量不输原型电影。剧终以两个高中生的母亲为基准展开，讲述了一个警察局长的富二代儿子侵害普通家庭的女生后，其家庭为了保护女儿而将男孩误杀，最后一家人伪造证据，开始了瞒天过海逃脱罪证，故事的结尾，其家人全都自首，宣告故事结束！,3
🎀亚亚🎀,2.0,5.0,武穴,好看，故事情节很感人,2
🌠,,5.0,惠州,好看完美10分,3
༒  ࿈ 索郭 ࿈  ༒,1.0,1.0,西宁,看到一半就黑屏了 真是扫兴  还是外片复制出来的 哎 就我们中国人民好骗啊！,3
靑春划破流沙,,1.0,通辽,翻拍的外国电影，之前在抖音有前段,3
原宿,,3.0,重庆,感觉一般般 没想象中那么惊艳,4
gaoxiang408,1.0,4.5,常州,剧情扣人，单条线。,2
崔婧 艺萱,2.0,5.0,北京,特别好看！！,2
向鱼问水Ally,2.0,5.0,金华,太值票价了 良心制作,2
里昂小米,,3.0,上海,看完赶紧去刷了印度原版的，还是原版好看,2
